format_name,team_name,strength,group,qualify_rate,quarterfinal_rate,semifinal_rate,final_rate,champion_rate
group_rank_seeded,安吉县队,72.1699,G16,0.8326,0.1543,0.059,0.0209,0.0057
group_rank_seeded,兰溪市队,71.9041,G07,0.8433,0.1631,0.0651,0.0249,0.0085
group_rank_seeded,德清县队,71.7624,G03,0.0084,0.001,0.0004,0.0001,0.0001
group_rank_seeded,建德市队,71.5751,G01,0.1655,0.0254,0.0098,0.0027,0.0006
group_rank_seeded,桐庐县队,71.5427,G04,0.831,0.1491,0.0566,0.0192,0.0062
group_rank_seeded,江山市队,71.295,G11,0.1705,0.0277,0.0098,0.0029,0.0008
group_rank_seeded,新昌县队,71.1184,G09,0.8378,0.1433,0.0549,0.0186,0.0057
group_rank_seeded,海盐县队,70.9107,G12,0.153,0.0248,0.0101,0.0037,0.001
group_rank_seeded,舟山市队,70.8279,G11,0.9765,0.1662,0.0582,0.0174,0.0046
group_rank_seeded,龙游县队,70.6196,G08,0.0057,0.0009,0.0003,0.0001,0.0
group_rank_seeded,天台县队,70.492,G06,0.8428,0.1357,0.0529,0.0182,0.0064
group_rank_seeded,仙居县队,70.3899,G16,0.977,0.1728,0.0625,0.0214,0.0066
group_rank_seeded,青田县队,70.3035,G02,0.0075,0.0008,0.0003,0.0001,0.0001
group_rank_seeded,武义县队,70.0358,G06,0.0089,0.0014,0.0006,0.0004,0.0001
group_rank_seeded,浦江县队,69.8713,G10,0.1694,0.0242,0.0089,0.0031,0.0011
group_rank_seeded,淳安县队,69.7669,G05,0.1484,0.0198,0.0075,0.0024,0.0005
group_rank_seeded,三门县队,68.9679,G03,0.8355,0.115,0.0391,0.0131,0.0032
group_rank_seeded,缙云县队,68.9017,G09,0.0076,0.0007,0.0003,0.0001,0.0001
group_rank_seeded,开化县队,68.1313,G06,0.1649,0.0174,0.0056,0.0015,0.0003
group_rank_seeded,龙港市队,68.0773,G15,0.008,0.0009,0.0002,0.0001,0.0
group_rank_seeded,常山县队,67.8454,G15,0.8391,0.0955,0.0294,0.0079,0.0015
group_rank_seeded,龙泉市队,67.7541,G05,0.0058,0.0006,0.0003,0.0001,0.0
group_rank_seeded,泰顺县队,67.4028,G11,0.0063,0.0007,0.0002,0.0001,0.0001
group_rank_seeded,文成县队,67.3143,G09,0.9786,0.1262,0.0369,0.0097,0.0025
group_rank_seeded,松阳县队,66.3775,G10,0.8381,0.0848,0.0249,0.0058,0.0013
group_rank_seeded,遂昌县队,66.1488,G16,0.006,0.0006,0.0003,0.0001,0.0001
group_rank_seeded,磐安县队,65.174,G04,0.0056,0.0006,0.0001,0.0,0.0
group_rank_seeded,岱山县队,65.0806,G08,0.8497,0.0668,0.0166,0.0044,0.0008
group_rank_seeded,庆元县队,64.7769,G13,0.0056,0.0003,0.0001,0.0,0.0
group_rank_seeded,景宁畲族自治县队,63.8112,G14,0.8467,0.0632,0.0163,0.0034,0.0005
group_rank_seeded,云和县队,63.6147,G15,0.9812,0.0823,0.0216,0.0049,0.0015
group_rank_seeded,嵊泗县队,60.0,G02,0.1336,0.0047,0.0009,0.0,0.0
group_rank_seeded_rest,杭州市队,90.0,G14,0.9909,0.6423,0.4931,0.3739,0.2727
group_rank_seeded_rest,宁波市队,85.6275,G04,0.9872,0.5306,0.3612,0.2369,0.1441
group_rank_seeded_rest,温州市队,82.7149,G07,0.9839,0.4605,0.2797,0.162,0.0883
group_rank_seeded_rest,绍兴市队,82.2449,G02,0.9902,0.4508,0.2753,0.1568,0.0823
group_rank_seeded_rest,义乌市队,79.6466,G12,0.8573,0.3088,0.1716,0.0897,0.0412
group_rank_seeded_rest,台州市队,79.0802,G10,0.9842,0.3642,0.1974,0.1015,0.0483
group_rank_seeded_rest,慈溪市队,78.9263,G07,0.1689,0.0564,0.0314,0.0171,0.0083
group_rank_seeded_rest,乐清市队,78.3977,G05,0.8643,0.2888,0.152,0.0723,0.0318
group_rank_seeded_rest,瑞安市队,78.2237,G08,0.1636,0.0484,0.0261,0.0124,0.0051
group_rank_seeded_rest,海宁市队,77.5332,G07,0.0076,0.0026,0.0012,0.0004,0.0003
group_rank_seeded_rest,诸暨市队,77.272,G10,0.0073,0.0015,0.0008,0.0006,0.0003
group_rank_seeded_rest,金华市队,77.0475,G08,0.9837,0.3159,0.1596,0.0761,0.0346
group_rank_seeded_rest,嘉兴市队,76.9739,G01,0.9821,0.3144,0.155,0.0696,0.0268
group_rank_seeded_rest,温岭市队,76.944,G09,0.1707,0.0466,0.022,0.01,0.0039
group_rank_seeded_rest,东阳市队,76.3938,G13,0.9815,0.2984,0.1485,0.0665,0.0268
group_rank_seeded_rest,余姚市队,75.7398,G13,0.8456,0.2245,0.1035,0.0461,0.0176
group_rank_seeded_rest,桐乡市队,75.351,G11,0.8489,0.2182,0.0979,0.0403,0.0142
group_rank_seeded_rest,临海市队,75.2157,G05,0.9803,0.2724,0.1261,0.052,0.0197
group_rank_seeded_rest,湖州市队,75.1184,G06,0.9822,0.2642,0.1182,0.0447,0.0172
group_rank_seeded_rest,永嘉县队,74.0757,G04,0.1746,0.0391,0.0164,0.0055,0.0022
group_rank_seeded_rest,永康市队,73.935,G15,0.1704,0.0374,0.0162,0.0061,0.0019
group_rank_seeded_rest,平阳县队,73.7709,G16,0.1831,0.0367,0.0157,0.0066,0.0024
group_rank_seeded_rest,衢州市队,73.7618,G03,0.9798,0.2364,0.0997,0.0382,0.0132
group_rank_seeded_rest,平湖市队,73.6491,G03,0.179,0.0367,0.0163,0.0062,0.0021
group_rank_seeded_rest,宁海县队,73.4369,G01,0.8438,0.1897,0.0829,0.0341,0.012
group_rank_seeded_rest,象山县队,73.4009,G14,0.0103,0.0023,0.0011,0.0003,0.0001
group_rank_seeded_rest,嵊州市队,73.2715,G13,0.1674,0.0351,0.0143,0.0054,0.0017
group_rank_seeded_rest,嘉善县队,72.8539,G02,0.8698,0.1741,0.0685,0.0247,0.0075
group_rank_seeded_rest,苍南县队,72.4635,G01,0.0086,0.0009,0.0004,0.0001,0.0
group_rank_seeded_rest,长兴县队,72.4484,G12,0.0076,0.0011,0.0003,0.0002,0.0
group_rank_seeded_rest,玉环市队,72.322,G14,0.1532,0.0278,0.0121,0.0045,0.0013
group_rank_seeded_rest,丽水市队,72.2071,G12,0.9792,0.2076,0.0814,0.0284,0.0086
group_rank_seeded_rest,安吉县队,72.1699,G16,0.8323,0.1569,0.0615,0.0226,0.0073
group_rank_seeded_rest,兰溪市队,71.9041,G07,0.8397,0.1575,0.0627,0.0232,0.0084
group_rank_seeded_rest,德清县队,71.7624,G03,0.0089,0.0016,0.0005,0.0003,0.0
group_rank_seeded_rest,建德市队,71.5751,G01,0.1654,0.0251,0.0092,0.0027,0.0009
group_rank_seeded_rest,桐庐县队,71.5427,G04,0.8318,0.1485,0.0587,0.0212,0.0068
group_rank_seeded_rest,江山市队,71.295,G11,0.1678,0.0256,0.0095,0.0034,0.0011
group_rank_seeded_rest,新昌县队,71.1184,G09,0.8439,0.1442,0.0539,0.0196,0.0066
group_rank_seeded_rest,海盐县队,70.9107,G12,0.1558,0.0237,0.0093,0.0031,0.0008
group_rank_seeded_rest,舟山市队,70.8279,G11,0.9768,0.1739,0.0617,0.02,0.006
group_rank_seeded_rest,龙游县队,70.6196,G08,0.0063,0.0009,0.0003,0.0001,0.0
group_rank_seeded_rest,天台县队,70.492,G06,0.8454,0.1351,0.0498,0.0168,0.0054
group_rank_seeded_rest,仙居县队,70.3899,G16,0.9771,0.1721,0.0622,0.0198,0.0056
group_rank_seeded_rest,青田县队,70.3035,G02,0.0054,0.0006,0.0002,0.0001,0.0
group_rank_seeded_rest,武义县队,70.0358,G06,0.0089,0.0007,0.0003,0.0001,0.0001
group_rank_seeded_rest,浦江县队,69.8713,G10,0.1714,0.0249,0.0097,0.0039,0.001
group_rank_seeded_rest,淳安县队,69.7669,G05,0.1499,0.0217,0.0076,0.0025,0.0009
group_rank_seeded_rest,三门县队,68.9679,G03,0.8323,0.1123,0.0382,0.0114,0.0033
group_rank_seeded_rest,缙云县队,68.9017,G09,0.0067,0.0009,0.0002,0.0001,0.0
group_rank_seeded_rest,开化县队,68.1313,G06,0.1636,0.018,0.0063,0.0016,0.0004
group_rank_seeded_rest,龙港市队,68.0773,G15,0.0091,0.001,0.0003,0.0001,0.0
group_rank_seeded_rest,常山县队,67.8454,G15,0.8398,0.0925,0.0283,0.0078,0.0021
group_rank_seeded_rest,龙泉市队,67.7541,G05,0.0055,0.0004,0.0001,0.0001,0.0
group_rank_seeded_rest,泰顺县队,67.4028,G11,0.0065,0.0006,0.0001,0.0001,0.0001
group_rank_seeded_rest,文成县队,67.3143,G09,0.9786,0.1268,0.0401,0.0109,0.0024
group_rank_seeded_rest,松阳县队,66.3775,G10,0.837,0.0842,0.0272,0.007,0.0016
group_rank_seeded_rest,遂昌县队,66.1488,G16,0.0075,0.0003,0.0001,0.0,0.0
group_rank_seeded_rest,磐安县队,65.174,G04,0.0063,0.0004,0.0001,0.0,0.0
group_rank_seeded_rest,岱山县队,65.0806,G08,0.8464,0.0698,0.019,0.0043,0.0009
group_rank_seeded_rest,庆元县队,64.7769,G13,0.0056,0.0007,0.0001,0.0,0.0
group_rank_seeded_rest,景宁畲族自治县队,63.8112,G14,0.8456,0.0629,0.0163,0.0031,0.0004
group_rank_seeded_rest,云和县队,63.6147,G15,0.9808,0.0765,0.0194,0.0047,0.001
group_rank_seeded_rest,嵊泗县队,60.0,G02,0.1346,0.0053,0.0013,0.0003,0.0001
seeded_reseeded,杭州市队,90.0,G14,0.9917,0.6613,0.5121,0.3902,0.2847
seeded_reseeded,宁波市队,85.6275,G04,0.9877,0.5516,0.3834,0.2487,0.1466
seeded_reseeded,温州市队,82.7149,G07,0.9829,0.4763,0.3,0.1742,0.0894
seeded_reseeded,绍兴市队,82.2449,G02,0.9889,0.4717,0.2993,0.1732,0.0879
seeded_reseeded,义乌市队,79.6466,G12,0.8568,0.3022,0.1588,0.0814,0.041
seeded_reseeded,台州市队,79.0802,G10,0.9853,0.382,0.2097,0.1046,0.0447
seeded_reseeded,慈溪市队,78.9263,G07,0.1674,0.0484,0.0249,0.0126,0.0064
seeded_reseeded,乐清市队,78.3977,G05,0.8676,0.2809,0.1429,0.0666,0.0306
seeded_reseeded,瑞安市队,78.2237,G08,0.1631,0.0449,0.0199,0.0094,0.0045
seeded_reseeded,海宁市队,77.5332,G07,0.0084,0.0015,0.0006,0.0003,0.0002
seeded_reseeded,诸暨市队,77.272,G10,0.008,0.0019,0.0011,0.0004,0.0003
seeded_reseeded,金华市队,77.0475,G08,0.9845,0.3342,0.1781,0.0848,0.0369
seeded_reseeded,嘉兴市队,76.9739,G01,0.9828,0.3108,0.1528,0.0654,0.0238
seeded_reseeded,温岭市队,76.944,G09,0.1746,0.0442,0.0208,0.0081,0.004
seeded_reseeded,东阳市队,76.3938,G13,0.9826,0.319,0.1622,0.0765,0.0312
seeded_reseeded,余姚市队,75.7398,G13,0.8486,0.2129,0.0907,0.0364,0.0146
seeded_reseeded,桐乡市队,75.351,G11,0.8524,0.2036,0.0852,0.0322,0.0117
seeded_reseeded,临海市队,75.2157,G05,0.982,0.2892,0.1376,0.0568,0.0205
seeded_reseeded,湖州市队,75.1184,G06,0.9828,0.2703,0.124,0.0476,0.0175
seeded_reseeded,永嘉县队,74.0757,G04,0.1726,0.0328,0.014,0.0047,0.0021
seeded_reseeded,永康市队,73.935,G15,0.1731,0.0327,0.0127,0.005,0.0014
seeded_reseeded,平阳县队,73.7709,G16,0.1839,0.0297,0.0107,0.0034,0.0014
seeded_reseeded,衢州市队,73.7618,G03,0.9795,0.2442,0.1057,0.0391,0.0126
seeded_reseeded,平湖市队,73.6491,G03,0.1784,0.0322,0.0132,0.0046,0.0017
seeded_reseeded,宁海县队,73.4369,G01,0.8452,0.1781,0.0717,0.0278,0.0109
seeded_reseeded,象山县队,73.4009,G14,0.0083,0.001,0.0003,0.0001,0.0001
seeded_reseeded,嵊州市队,73.2715,G13,0.1639,0.0312,0.0113,0.005,0.0022
seeded_reseeded,嘉善县队,72.8539,G02,0.864,0.1568,0.0588,0.0184,0.0059
seeded_reseeded,苍南县队,72.4635,G01,0.0099,0.0014,0.0004,0.0001,0.0001
seeded_reseeded,长兴县队,72.4484,G12,0.0089,0.001,0.0004,0.0001,0.0
seeded_reseeded,玉环市队,72.322,G14,0.1546,0.0249,0.0083,0.0029,0.001
seeded_reseeded,丽水市队,72.2071,G12,0.9805,0.22,0.0902,0.032,0.0097
seeded_reseeded,安吉县队,72.1699,G16,0.8312,0.1433,0.0515,0.0178,0.0053
seeded_reseeded,兰溪市队,71.9041,G07,0.8413,0.1534,0.0598,0.0214,0.0076
seeded_reseeded,德清县队,71.7624,G03,0.0089,0.0013,0.0006,0.0001,0.0001
seeded_reseeded,建德市队,71.5751,G01,0.162,0.0206,0.0066,0.0025,0.0006
seeded_reseeded,桐庐县队,71.5427,G04,0.8345,0.1373,0.0491,0.0161,0.0051
seeded_reseeded,江山市队,71.295,G11,0.1637,0.0221,0.0076,0.0021,0.0009
seeded_reseeded,新昌县队,71.1184,G09,0.8394,0.1363,0.049,0.0179,0.006
seeded_reseeded,海盐县队,70.9107,G12,0.154,0.0192,0.0068,0.0019,0.0004
seeded_reseeded,舟山市队,70.8279,G11,0.9779,0.1739,0.0593,0.0183,0.0044
seeded_reseeded,龙游县队,70.6196,G08,0.0069,0.0008,0.0003,0.0001,0.0
seeded_reseeded,天台县队,70.492,G06,0.844,0.1301,0.0461,0.0161,0.0053
seeded_reseeded,仙居县队,70.3899,G16,0.9778,0.1852,0.0699,0.0225,0.0069
seeded_reseeded,青田县队,70.3035,G02,0.0074,0.0008,0.0003,0.0001,0.0001
seeded_reseeded,武义县队,70.0358,G06,0.0099,0.0013,0.0004,0.0002,0.0001
seeded_reseeded,浦江县队,69.8713,G10,0.1696,0.0192,0.0063,0.0019,0.0006
seeded_reseeded,淳安县队,69.7669,G05,0.145,0.0175,0.005,0.0015,0.0007
seeded_reseeded,三门县队,68.9679,G03,0.8331,0.1032,0.029,0.008,0.0023
seeded_reseeded,缙云县队,68.9017,G09,0.0078,0.0008,0.0002,0.0001,0.0001
seeded_reseeded,开化县队,68.1313,G06,0.1633,0.017,0.0053,0.0015,0.0003
seeded_reseeded,龙港市队,68.0773,G15,0.0088,0.001,0.0004,0.0003,0.0001
seeded_reseeded,常山县队,67.8454,G15,0.8367,0.0945,0.027,0.0079,0.0024
seeded_reseeded,龙泉市队,67.7541,G05,0.0054,0.0006,0.0002,0.0001,0.0001
seeded_reseeded,泰顺县队,67.4028,G11,0.006,0.0006,0.0002,0.0,0.0
seeded_reseeded,文成县队,67.3143,G09,0.9782,0.1346,0.0421,0.0116,0.0026
seeded_reseeded,松阳县队,66.3775,G10,0.8371,0.0817,0.0239,0.006,0.001
seeded_reseeded,遂昌县队,66.1488,G16,0.0071,0.0003,0.0001,0.0001,0.0
seeded_reseeded,磐安县队,65.174,G04,0.0053,0.0002,0.0,0.0,0.0
seeded_reseeded,岱山县队,65.0806,G08,0.8455,0.0624,0.0143,0.0032,0.0008
seeded_reseeded,庆元县队,64.7769,G13,0.0049,0.0003,0.0,0.0,0.0
seeded_reseeded,景宁畲族自治县队,63.8112,G14,0.8454,0.0571,0.0126,0.0024,0.0003
seeded_reseeded,云和县队,63.6147,G15,0.9814,0.0859,0.0226,0.0056,0.0009
seeded_reseeded,嵊泗县队,60.0,G02,0.1396,0.0044,0.0008,0.0001,0.0001
seeded_reseeded_rest,杭州市队,90.0,G14,0.9911,0.6509,0.5037,0.375,0.2683
seeded_reseeded_rest,宁波市队,85.6275,G04,0.9879,0.5465,0.3798,0.2469,0.1479
seeded_reseeded_rest,温州市队,82.7149,G07,0.9835,0.481,0.3021,0.1747,0.0925
seeded_reseeded_rest,绍兴市队,82.2449,G02,0.9861,0.4623,0.2891,0.1643,0.0848
seeded_reseeded_rest,义乌市队,79.6466,G12,0.8588,0.2988,0.1591,0.0844,0.0398
seeded_reseeded_rest,台州市队,79.0802,G10,0.9851,0.3826,0.2137,0.1072,0.0479
seeded_reseeded_rest,慈溪市队,78.9263,G07,0.1714,0.0487,0.0256,0.0129,0.0057
seeded_reseeded_rest,乐清市队,78.3977,G05,0.8622,0.2738,0.1399,0.0662,0.0312
seeded_reseeded_rest,瑞安市队,78.2237,G08,0.1648,0.0447,0.0218,0.0107,0.0049
seeded_reseeded_rest,海宁市队,77.5332,G07,0.0086,0.0021,0.001,0.0004,0.0003
seeded_reseeded_rest,诸暨市队,77.272,G10,0.0083,0.0022,0.0012,0.0004,0.0002
seeded_reseeded_rest,金华市队,77.0475,G08,0.9819,0.3345,0.1761,0.0832,0.034
seeded_reseeded_rest,嘉兴市队,76.9739,G01,0.9807,0.3167,0.1581,0.0699,0.0285
seeded_reseeded_rest,温岭市队,76.944,G09,0.1661,0.041,0.0187,0.0089,0.0043
seeded_reseeded_rest,东阳市队,76.3938,G13,0.9813,0.3113,0.1543,0.0716,0.0308
seeded_reseeded_rest,余姚市队,75.7398,G13,0.8461,0.2171,0.0954,0.0387,0.016
seeded_reseeded_rest,桐乡市队,75.351,G11,0.8475,0.2094,0.0914,0.0365,0.0144
seeded_reseeded_rest,临海市队,75.2157,G05,0.9806,0.2887,0.1338,0.0549,0.0211
seeded_reseeded_rest,湖州市队,75.1184,G06,0.984,0.2804,0.1298,0.0525,0.0193
seeded_reseeded_rest,永嘉县队,74.0757,G04,0.1739,0.0347,0.0138,0.0056,0.0022
seeded_reseeded_rest,永康市队,73.935,G15,0.1744,0.0328,0.0125,0.0055,0.0016
seeded_reseeded_rest,平阳县队,73.7709,G16,0.1817,0.0347,0.0132,0.004,0.0019
seeded_reseeded_rest,衢州市队,73.7618,G03,0.9799,0.254,0.1093,0.0424,0.0152
seeded_reseeded_rest,平湖市队,73.6491,G03,0.1802,0.0304,0.0114,0.0046,0.0016
seeded_reseeded_rest,宁海县队,73.4369,G01,0.8452,0.1742,0.0722,0.027,0.0098
seeded_reseeded_rest,象山县队,73.4009,G14,0.0073,0.0008,0.0002,0.0001,0.0001
seeded_reseeded_rest,嵊州市队,73.2715,G13,0.1676,0.0308,0.0111,0.0043,0.0018
seeded_reseeded_rest,嘉善县队,72.8539,G02,0.8664,0.1638,0.0609,0.0215,0.0079
seeded_reseeded_rest,苍南县队,72.4635,G01,0.0089,0.0011,0.0005,0.0002,0.0001
seeded_reseeded_rest,长兴县队,72.4484,G12,0.0089,0.001,0.0005,0.0001,0.0
seeded_reseeded_rest,玉环市队,72.322,G14,0.1555,0.0242,0.0088,0.0028,0.0011
seeded_reseeded_rest,丽水市队,72.2071,G12,0.9788,0.2137,0.0857,0.0307,0.0096
seeded_reseeded_rest,安吉县队,72.1699,G16,0.8325,0.1459,0.0532,0.0192,0.0059
seeded_reseeded_rest,兰溪市队,71.9041,G07,0.8365,0.1514,0.0566,0.0203,0.0066
seeded_reseeded_rest,德清县队,71.7624,G03,0.0086,0.0013,0.0004,0.0002,0.0001
seeded_reseeded_rest,建德市队,71.5751,G01,0.1651,0.0245,0.0078,0.0022,0.0008
seeded_reseeded_rest,桐庐县队,71.5427,G04,0.8325,0.1399,0.0508,0.0168,0.0046
seeded_reseeded_rest,江山市队,71.295,G11,0.1686,0.024,0.0078,0.0026,0.0009
seeded_reseeded_rest,新昌县队,71.1184,G09,0.8464,0.1338,0.0476,0.0174,0.0063
seeded_reseeded_rest,海盐县队,70.9107,G12,0.1535,0.0217,0.0066,0.0021,0.0006
seeded_reseeded_rest,舟山市队,70.8279,G11,0.9772,0.1785,0.0654,0.0223,0.005
seeded_reseeded_rest,龙游县队,70.6196,G08,0.0072,0.001,0.0006,0.0001,0.0001
seeded_reseeded_rest,天台县队,70.492,G06,0.8427,0.124,0.044,0.0155,0.005
seeded_reseeded_rest,仙居县队,70.3899,G16,0.9793,0.1772,0.0685,0.0226,0.007
seeded_reseeded_rest,青田县队,70.3035,G02,0.0069,0.0007,0.0003,0.0001,0.0001
seeded_reseeded_rest,武义县队,70.0358,G06,0.0084,0.001,0.0003,0.0,0.0
seeded_reseeded_rest,浦江县队,69.8713,G10,0.1719,0.022,0.0072,0.0022,0.0005
seeded_reseeded_rest,淳安县队,69.7669,G05,0.1505,0.0165,0.0052,0.0021,0.0005
seeded_reseeded_rest,三门县队,68.9679,G03,0.8313,0.1074,0.035,0.0109,0.0029
seeded_reseeded_rest,缙云县队,68.9017,G09,0.0063,0.0004,0.0001,0.0,0.0
seeded_reseeded_rest,开化县队,68.1313,G06,0.1648,0.017,0.005,0.0009,0.0001
seeded_reseeded_rest,龙港市队,68.0773,G15,0.0082,0.0006,0.0001,0.0001,0.0001
seeded_reseeded_rest,常山县队,67.8454,G15,0.8363,0.0893,0.0268,0.007,0.0016
seeded_reseeded_rest,龙泉市队,67.7541,G05,0.0066,0.0004,0.0002,0.0001,0.0001
seeded_reseeded_rest,泰顺县队,67.4028,G11,0.0066,0.0004,0.0,0.0,0.0
seeded_reseeded_rest,文成县队,67.3143,G09,0.9811,0.131,0.0403,0.011,0.003
seeded_reseeded_rest,松阳县队,66.3775,G10,0.8346,0.0798,0.0225,0.0056,0.0014
seeded_reseeded_rest,遂昌县队,66.1488,G16,0.0066,0.0007,0.0003,0.0001,0.0
seeded_reseeded_rest,磐安县队,65.174,G04,0.0059,0.0003,0.0001,0.0,0.0
seeded_reseeded_rest,岱山县队,65.0806,G08,0.8461,0.0644,0.0146,0.0031,0.0006
seeded_reseeded_rest,庆元县队,64.7769,G13,0.005,0.0004,0.0,0.0,0.0
seeded_reseeded_rest,景宁畲族自治县队,63.8112,G14,0.846,0.0592,0.014,0.0029,0.0004
seeded_reseeded_rest,云和县队,63.6147,G15,0.9811,0.0911,0.0228,0.0044,0.0008
seeded_reseeded_rest,嵊泗县队,60.0,G02,0.1406,0.005,0.0009,0.0003,0.0001
